Age,Gender,Occupation,ScreenTime,SocialMedia,Gaming,Streaming,WorkEducation,Unlocks,AppSwitching,Notifications,LateNightUsage,SleepHours,MoodScore,PhysicalActivity,HeartRate,AddictionLevel,TouchFrequency,SessionInterval,NightUsageRatio,EngagementScore
0.7307692307692308,0.5,1.0,0.7751196172248804,0.9090909090909091,0.35,0.9555555555555555,0.8375,0.6244541484716157,0.05555555555555555,0.060109289617486336,0.325,0.19999999999999996,0.7777777777777777,0.5666666666666667,0.2941176470588234,0,0.6244541484716157,0.10078400364667348,0.07264705882352941,0.7709923664122137
0.9807692307692308,0.0,0.0,0.4497607655502392,0.2545454545454545,0.5,0.2222222222222222,0.625,0.9606986899563319,0.16666666666666666,0.9963570127504555,0.3,0.6199999999999999,0.7777777777777777,1.0,0.7058823529411766,0,0.9606986899563319,0.03371851764967113,0.10160427807486631,0.29007633587786263
0.5384615384615385,0.5,1.0,0.22488038277511962,0.1090909090909091,0.525,0.06666666666666668,0.2,0.6244541484716157,0.462962962962963,0.5136612021857924,0.95,0.8200000000000001,0.6666666666666665,0.5333333333333333,0.6764705882352939,2,0.6244541484716157,0.028690297013870755,0.4996539792387543,0.183206106870229
0.2692307692307692,0.5,1.0,0.7081339712918662,0.4363636363636363,1.0,0.5555555555555556,0.775,0.6986899563318777,0.037037037037037035,0.7231329690346084,0.575,0.6599999999999999,0.8888888888888888,0.7,0.6470588235294117,0,0.6986899563318778,0.08164444934194767,0.13820366856419986,0.633587786259542
0.8076923076923077,0.5,0.6666666666666666,0.4210526315789474,0.6181818181818182,0.225,0.26666666666666666,0.4,0.16593886462882096,0.9074074074074074,0.43897996357012753,0.2,0.40000000000000013,0.6666666666666665,0.6333333333333333,0.4117647058823528,2,0.165938864628821,0.18381130263395723,0.07096171802054156,0.3740458015267175
0.13461538461538464,0.0,1.0,0.4688995215311004,0.23636363636363636,0.675,0.9555555555555555,0.2875,0.19650655021834063,0.962962962962963,0.2367941712204007,0.25,0.9800000000000002,1.0,0.8666666666666667,0.5588235294117645,2,0.1965065502183406,0.17794991572636903,0.08217993079584776,0.5877862595419848
0.38461538461538464,1.0,1.0,0.6028708133971292,0.5636363636363636,0.15,0.5777777777777777,0.875,0.7205240174672489,0.7777777777777778,0.2367941712204007,0.025,0.0,0.2222222222222222,0.5,0.32352941176470607,0,0.7205240174672489,0.06679648902838536,0.006814921090387376,0.43511450381679395
0.7307692307692308,0.0,0.6666666666666666,0.894736842105263,0.8,0.925,0.9555555555555555,0.8625,0.6550218340611353,0.2962962962962963,0.34061930783242256,0.325,0.30000000000000004,0.0,0.16666666666666666,0.5588235294117645,0,0.6550218340611355,0.11093907953647075,0.06457516339869282,0.9007633587786261
0.3461538461538462,1.0,0.0,0.6267942583732058,0.2545454545454545,0.6,0.7777777777777777,0.8625,0.10917030567685589,0.8888888888888888,0.7668488160291439,0.625,0.9600000000000002,0.2222222222222222,0.2333333333333333,0.5294117647058822,2,0.1091703056768559,0.3370442112433215,0.16533240515140968,0.5114503816793894
0.4230769230769231,0.5,0.0,0.799043062200957,0.5818181818181818,0.85,0.7333333333333332,0.8625,0.2096069868995633,0.4814814814814815,0.8797814207650274,0.3,0.3800000000000001,0.1111111111111111,0.3666666666666667,0.7352941176470589,0,0.20960698689956334,0.272228016773452,0.06542324246771879,0.7099236641221374
0.19230769230769235,1.0,0.0,0.6267942583732058,0.34545454545454546,0.9,0.8222222222222222,0.55,0.34934497816593885,0.38888888888888884,0.22586520947176686,0.225,0.6199999999999999,0.5555555555555556,0.19999999999999998,0.20588235294117663,0,0.3493449781659389,0.1435250509022464,0.05951966585450749,0.6564885496183206
0.19230769230769235,0.5,1.0,0.5837320574162679,0.5272727272727272,0.55,0.6000000000000001,0.6125,0.44104803493449785,0.7962962962962963,0.20765027322404372,0.05,0.24,0.4444444444444445,0.7999999999999999,0.5882352941176472,0,0.44104803493449785,0.10808072947836128,0.013970588235294118,0.5496183206106872
0.44230769230769235,0.5,0.6666666666666666,0.6555023923444976,0.6727272727272727,0.675,0.022222222222222227,0.95,0.47161572052401746,0.6481481481481481,0.8415300546448088,0.85,0.7,1.0,0.3666666666666667,0.5882352941176472,0,0.47161572052401746,0.11317624846727656,0.21714285714285714,0.45038167938931306
1.0,0.0,0.0,0.3110047846889953,0.34545454545454546,0.7,0.39999999999999997,0.125,0.10043668122270742,0.12962962962962962,0.180327868852459,0.65,0.6400000000000001,0.8888888888888888,0.3666666666666667,0.5882352941176472,1,0.10043668122270744,0.1989796214556214,0.28212450028555114,0.45038167938931295
0.6730769230769231,0.5,0.0,0.7033492822966507,0.9999999999999999,0.45,0.2222222222222222,0.8125,0.5502183406113537,0.5925925925925926,0.8652094717668488,0.9,0.6199999999999999,0.7777777777777777,0.5,0.8235294117647061,0,0.5502183406113538,0.10406777496328146,0.21748807631160574,0.5877862595419848
0.75,0.0,0.0,0.492822966507177,0.5636363636363636,0.425,0.4444444444444445,0.525,0.46288209606986896,0.462962962962963,0.05282331511839709,0.025,0.3800000000000001,0.4444444444444445,0.3,0.4117647058823528,0,0.4628820960698691,0.08772272684075796,0.00792657488527326,0.4732824427480916
0.44230769230769235,1.0,0.0,0.6698564593301437,0.8181818181818182,0.175,0.4666666666666666,0.975,0.35807860262008734,0.5555555555555556,0.44080145719489977,0.925,0.9600000000000002,0.1111111111111111,0.13333333333333333,0.6176470588235294,0,0.3580786026200874,0.14936584968660857,0.2323198942498348,0.5114503816793894
0.03846153846153849,1.0,0.6666666666666666,0.48803827751196177,0.7272727272727273,0.375,0.13333333333333336,0.6375,0.7379912663755458,0.962962962962963,0.14207650273224043,0.525,0.6400000000000001,1.0,0.7333333333333334,0.5294117647058822,0,0.7379912663755459,0.052017642821372605,0.1676470588235294,0.41984732824427484
0.4038461538461539,0.5,0.0,0.4354066985645933,0.8545454545454546,1.0,0.022222222222222227,0.1625,0.5458515283842794,0.1851851851851852,0.3460837887067395,0.125,0.09999999999999998,0.5555555555555556,0.6,0.32352941176470607,0,0.5458515283842795,0.0654713983251625,0.04331965344277246,0.6259541984732824
1.0,0.0,1.0,0.38755980861244027,0.1818181818181818,0.275,0.13333333333333336,0.8125,0.11353711790393013,0.5185185185185185,0.9672131147540983,0.25,0.74,1.0,0.19999999999999998,0.47058823529411775,1,0.11353711790393012,0.22010875841763614,0.09391992090954028,0.1603053435114504
0.019230769230769218,0.5,1.0,0.6028708133971292,0.21818181818181817,0.75,0.8666666666666667,0.675,0.5633187772925764,0.5185185185185185,0.9143897996357013,0.15,0.31999999999999984,0.4444444444444445,0.06666666666666667,0.2941176470588234,0,0.5633187772925765,0.08722620745439452,0.04088952654232425,0.5725190839694658
0.44230769230769235,0.0,0.6666666666666666,0.3684210526315789,0.49090909090909096,0.05,0.7555555555555555,0.15,0.5021834061135371,0.6851851851851851,0.20765027322404372,0.225,0.3400000000000001,0.3333333333333333,0.5333333333333333,0.17647058823529393,2,0.5021834061135372,0.06104949270199577,0.08746803069053709,0.43511450381679395
0.8269230769230769,0.0,0.3333333333333333,0.4641148325358852,0.8545454545454546,0.475,0.7999999999999998,0.0125,0.5895196506550218,0.6666666666666666,0.5118397085610201,0.275,0.21999999999999997,0.7777777777777777,0.6666666666666666,0.6470588235294117,0,0.5895196506550219,0.06405398811580298,0.09106753812636166,0.732824427480916
0.5576923076923077,0.0,0.0,0.3110047846889953,0.20000000000000004,0.05,0.26666666666666666,0.5375,0.3406113537117904,0.2592592592592593,0.8724954462659381,0.575,0.6400000000000001,0.7777777777777777,0.2333333333333333,0.7352941176470589,1,0.3406113537117904,0.07825353300991353,0.24957167332952596,0.1450381679389313
0.7115384615384617,1.0,0.0,0.44019138755980863,0.9636363636363635,0.475,0.24444444444444446,0.2375,0.5414847161572052,0.9814814814814814,0.9562841530054644,0.25,0.9600000000000002,0.7777777777777777,0.39999999999999997,0.6764705882352939,0,0.5414847161572053,0.06675836819239117,0.08597285067873303,0.5877862595419847
0.019230769230769218,0.0,1.0,0.32057416267942584,0.12727272727272726,0.025,0.044444444444444425,0.8625,0.7336244541484715,0.9259259259259258,0.15482695810564662,0.5,0.8200000000000001,0.4444444444444445,0.8666666666666667,0.2941176470588234,2,0.7336244541484717,0.03335059873087502,0.21288515406162464,0.030534351145038163
0.38461538461538464,1.0,0.6666666666666666,0.32057416267942584,0.1818181818181818,0.625,0.4666666666666666,0.25,0.611353711790393,0.2592592592592593,0.923497267759563,0.65,0.9199999999999999,0.5555555555555556,0.5,0.6764705882352939,2,0.6113537117903931,0.04233806594435812,0.27675070028011206,0.38167938931297707
0.6153846153846154,0.0,0.3333333333333333,0.48325358851674644,0.1636363636363636,0.575,0.3777777777777778,0.6625,0.3930131004366812,0.1111111111111111,1.0,0.775,0.94,0.2222222222222222,0.8666666666666667,0.6176470588235294,2,0.39301310043668125,0.10115675606639654,0.24925941599661447,0.3282442748091603
0.21153846153846156,1.0,1.0,0.598086124401914,0.5818181818181818,0.8,0.8444444444444443,0.35,0.6506550218340611,0.8888888888888888,0.3351548269581056,0.875,0.0,0.5555555555555556,0.5333333333333333,0.8235294117647061,0,0.6506550218340612,0.07420336746205752,0.23998556477805844,0.732824427480916
0.4038461538461539,1.0,0.3333333333333333,0.5741626794258374,0.9090909090909091,0.575,0.6888888888888889,0.35,0.5152838427947598,0.962962962962963,0.9854280510018216,0.15,0.6199999999999999,0.2222222222222222,0.6,0.5294117647058822,0,0.5152838427947599,0.09114144219650569,0.04244229337304541,0.7480916030534351
0.8269230769230769,1.0,0.6666666666666666,0.33971291866028713,0.2545454545454545,0.925,0.13333333333333336,0.1875,0.20087336244541487,0.5185185185185185,0.4116575591985428,0.65,0.94,0.7777777777777777,0.5666666666666667,0.4411764705882355,1,0.20087336244541484,0.13358874543182678,0.266594711279007,0.3893129770992366
0.4615384615384615,0.5,0.6666666666666666,0.6459330143540671,0.5454545454545454,0.775,0.9777777777777779,0.5,0.20087336244541487,0.5925925925925926,0.6429872495446266,0.125,0.56,0.8888888888888888,0.13333333333333333,0.32352941176470607,0,0.20087336244541484,0.23179712243609643,0.032301938116286975,0.7557251908396947
0.9230769230769231,0.0,0.6666666666666666,0.4306220095693781,0.1818181818181818,0.125,0.7777777777777777,0.575,0.2794759825327511,0.8333333333333333,0.19672131147540983,0.225,0.6800000000000002,0.4444444444444445,0.03333333333333333,0.38235294117647056,1,0.2794759825327511,0.12439976309815523,0.07858455882352941,0.33587786259541985
0.5,0.5,1.0,0.6028708133971292,0.6363636363636364,0.275,0.711111111111111,0.575,0.8558951965065502,0.9259259259259258,0.6047358834244081,0.575,0.44000000000000017,0.8888888888888888,0.7333333333333334,0.7058823529411766,0,0.8558951965065503,0.05463594234623707,0.15674318507890964,0.5496183206106872
0.7884615384615385,0.0,0.6666666666666666,0.35885167464114837,0.12727272727272726,0.025,0.2222222222222222,0.8625,0.6812227074235808,0.9814814814814814,0.8433515482695811,0.95,0.8600000000000001,0.7777777777777777,0.6,0.6764705882352939,2,0.6812227074235808,0.0415010529407117,0.3758459135866736,0.09160305343511449
0.5192307692307692,0.0,1.0,0.6459330143540671,0.49090909090909096,0.375,0.911111111111111,0.65,0.3406113537117904,0.2777777777777778,0.795992714025501,0.6,0.15999999999999992,0.7777777777777777,0.3333333333333333,0.47058823529411775,0,0.3406113537117904,0.15094881207399566,0.15504930295817748,0.5877862595419848
0.2884615384615385,0.5,1.0,0.6507177033492821,0.6545454545454544,0.5,0.4666666666666666,0.7375,0.5109170305676856,0.6111111111111112,0.6229508196721312,0.875,0.09999999999999998,0.1111111111111111,0.6,0.8235294117647061,0,0.5109170305676857,0.10385491389769896,0.22481406355645708,0.5419847328244275
0.2692307692307692,1.0,0.0,0.492822966507177,0.5818181818181818,0.95,0.28888888888888886,0.325,0.12663755458515286,0.37037037037037035,0.663023679417122,0.675,0.3800000000000001,0.7777777777777777,0.5333333333333333,0.4411764705882355,0,0.12663755458515283,0.25103982630537053,0.214017521902378,0.5877862595419848
0.8846153846153846,0.0,1.0,0.4497607655502392,0.14545454545454548,0.525,0.6444444444444444,0.425,0.19650655021834063,0.1111111111111111,0.6120218579234973,0.75,0.08000000000000007,0.4444444444444445,0.7333333333333334,0.47058823529411775,2,0.1965065502183406,0.17171889180659056,0.2540106951871658,0.3969465648854963
